"gameid"	"time"	"roundNum"	"trialType"	"condition"	"nameClickedObj"	"targetStatusClickedObj"	"spLocsClickedObj"	"lisLocsClickedObj"	"basiclevelClickedObj"	"superdomainClickedObj"	"alt1Name"	"alt1TargetStatus"	"alt1SpLocs"	"alt1LisLocs"	"alt1Basiclevel"	"alt1superdomain"	"alt2Name"	"alt2TargetStatus"	"alt2SpLocs"	"alt2LisLocs"	"alt2Basiclevel"	"alt2superdomain"	"speakerMessages"	"listenerMessages"	"messageTimeStamps"	"refExp"	"clickedType"	"sub"	"basic"	"super"	"moreThanOneLevelMentioned"	"automaticallyLabelledTrial"	"manualAdditionTrial"	"additionalAttrMentioned"	"onlyAttrMentioned"	"onlySubAttr"	"onlyBasicAttr"	"onlySuperAttr"	"onlyOtherAttr"	"oneMentioned"	"theMentioned"	"fullSentence"	"noLevelMentioned"	"subAllAttr"	"basicAllAttr"	"superAllAttr"	"X"	"X.1"	"X.2"	"X.3"	"X.4"	"X.5"	"X.6"	"X.7"
"620"	"8691-9"	1455301528546	33	"subSuperTrial"	"basic12"	"rose"	"target"	3	4	"flower"	"plant"	"rosemary"	"distractor"	4	3	NA	"plant"	"lily"	"distractor"	2	2	"flower"	"plant"	"rose"	""	"1455301527186"	"rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"715"	"3084-5"	1455302284926	52	"subSuperTrial"	"basic33"	"rose"	"target"	4	4	"flower"	"plant"	"chips"	"distractor"	3	3	NA	"snack"	"squirrel"	"distractor"	2	2	NA	"animal"	"rose"	""	"1455302283531"	"rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"733"	"3197-1"	1455301522109	17	"subSuperTrial"	"basic33"	"rose"	"target"	3	3	"flower"	"plant"	"chips"	"distractor"	2	4	NA	"snack"	"dress"	"distractor"	4	2	NA	"clothing"	"rose"	""	"1455301520458"	"rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"772"	"5611-0"	1455301603925	24	"subSuperTrial"	"basic22"	"rose"	"target"	2	3	"flower"	"plant"	"ivy"	"distractor"	3	2	NA	"plant"	"rosemary"	"distractor"	4	4	NA	"plant"	"rose"	""	"1455301603066"	"rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"818"	"4205-4"	1455301769737	47	"subSuperTrial"	"basic12"	"rose"	"target"	2	2	"flower"	"plant"	"rosemary"	"distractor"	4	4	NA	"plant"	"lily"	"distractor"	3	3	"flower"	"plant"	"red rose"	""	"1455301768363"	"red rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"871"	"8344-c"	1455301664256	4	"subSuperTrial"	"basic23"	"rose"	"target"	2	3	"flower"	"plant"	"rabbit"	"distractor"	4	2	NA	"animal"	"ivy"	"distractor"	3	4	NA	"plant"	"a rose"	""	"1455301661813"	"a rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"952"	"0327-7"	1455301786253	20	"subSuperTrial"	"basic12"	"rose"	"target"	3	3	"flower"	"plant"	"lily"	"distractor"	2	2	"flower"	"plant"	"rosemary"	"distractor"	4	4	NA	"plant"	"red  rose"	""	"1455301785103"	"red  rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1053"	"3676-c"	1455301855822	5	"subSuperTrial"	"basic12"	"rose"	"target"	2	4	"flower"	"plant"	"lily"	"distractor"	3	3	"flower"	"plant"	"grasses"	"distractor"	4	2	NA	"plant"	"rose"	""	"1455301850114"	"rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1091"	"6426-3"	1455302181697	11	"subSuperTrial"	"basic23"	"rose"	"target"	2	3	"flower"	"plant"	"ivy"	"distractor"	3	4	NA	"plant"	"elephant"	"distractor"	4	2	NA	"animal"	"single red rose with stem and leaves"	""	"1455302163190"	"single red rose with stem and leaves"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1131"	"1984-6"	1455302027356	16	"subSuperTrial"	"basic23"	"rose"	"target"	3	4	"flower"	"plant"	"ivy"	"distractor"	2	3	NA	"plant"	"lobster"	"distractor"	4	2	NA	"animal"	"rose"	""	"1455302026271"	"rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1174"	"1897-b"	1455302172091	12	"subSuperTrial"	"basic12"	"rose"	"target"	3	2	"flower"	"plant"	"lily"	"distractor"	4	3	"flower"	"plant"	"ivy"	"distractor"	2	4	NA	"plant"	"it is the rose"	""	"1455302169152"	"it is the rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1206"	"9617-1"	1455302243204	8	"subSuperTrial"	"basic12"	"rose"	"target"	2	4	"flower"	"plant"	"lily"	"distractor"	4	2	"flower"	"plant"	"grasses"	"distractor"	3	3	NA	"plant"	"Rose"	""	"1455302240868"	"Rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1259"	"1511-d"	1455302451241	41	"subSuperTrial"	"basic22"	"rose"	"target"	2	2	"flower"	"plant"	"pottedPlant"	"distractor"	3	4	NA	"plant"	"grasses"	"distractor"	4	3	NA	"plant"	"rose"	""	"1455302450030"	"rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1301"	"6588-d"	1455302955285	52	"subSuperTrial"	"basic22"	"rose"	"target"	3	3	"flower"	"plant"	"rosemary"	"distractor"	2	4	NA	"plant"	"grasses"	"distractor"	4	2	NA	"plant"	"rose"	""	"1455302947998"	"rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1344"	"0585-7"	1455302772441	67	"subSuperTrial"	"basic23"	"rose"	"target"	2	2	"flower"	"plant"	"rosemary"	"distractor"	4	4	NA	"plant"	"socks"	"distractor"	3	3	NA	"clothing"	"rose"	""	"1455302771179"	"rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1354"	"3747-d"	1455302461022	12	"subSuperTrial"	"basic12"	"rose"	"target"	3	2	"flower"	"plant"	"lily"	"distractor"	4	4	"flower"	"plant"	"grasses"	"distractor"	2	3	NA	"plant"	"rose"	""	"1455302459838"	"rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1402"	"2785-6"	1455302787235	36	"subSuperTrial"	"basic12"	"rose"	"target"	4	3	"flower"	"plant"	"rosemary"	"distractor"	3	2	NA	"plant"	"lily"	"distractor"	2	4	"flower"	"plant"	"rose"	""	"1455302786071"	"rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1449"	"1448-1"	1455302967102	47	"subSuperTrial"	"basic33"	"rose"	"target"	4	4	"flower"	"plant"	"squirrel"	"distractor"	3	2	NA	"animal"	"train"	"distractor"	2	3	NA	"vehicle"	"rose"	""	"1455302965038"	"rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1517"	"7734-1"	1455303953858	49	"subSuperTrial"	"basic33"	"rose"	"target"	4	3	"flower"	"plant"	"motorcycle"	"distractor"	2	2	NA	"vehicle"	"rabbit"	"distractor"	3	4	NA	"animal"	"rose?"	""	"1455303951726"	"rose?"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1528"	"0422-5"	1455303050631	1	"subSuperTrial"	"basic12"	"rose"	"target"	2	4	"flower"	"plant"	"lily"	"distractor"	3	2	"flower"	"plant"	"grasses"	"distractor"	4	3	NA	"plant"	"The target for this round is the rose."	""	"1455303045849"	"The target for this round is the rose."	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1613"	"1625-9"	1455304733132	65	"subSuperTrial"	"basic33"	"rose"	"target"	3	4	"flower"	"plant"	"rhino"	"distractor"	4	3	NA	"animal"	"firetruck"	"distractor"	2	2	NA	"vehicle"	"red rose"	""	"1455304728729"	"red rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1623"	"0244-4"	1455303769948	5	"subSuperTrial"	"basic22"	"rose"	"target"	3	2	"flower"	"plant"	"rosemary"	"distractor"	4	4	NA	"plant"	"grasses"	"distractor"	2	3	NA	"plant"	"rose"	""	"1455303760993"	"rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1715"	"4509-7"	1455304895681	52	"subSuperTrial"	"basic33"	"rose"	"target"	2	4	"flower"	"plant"	"hamster"	"distractor"	4	3	NA	"animal"	"ambulance"	"distractor"	3	2	NA	"vehicle"	"rose"	""	"1455304894626"	"rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1728"	"5699-7"	1455305449991	3	"subSuperTrial"	"basic33"	"rose"	"target"	3	3	"flower"	"plant"	"popcorn"	"distractor"	4	4	NA	"snack"	"lobster"	"distractor"	2	2	NA	"animal"	"The rose"	""	"1455305448619"	"The rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1775"	"7960-f"	1455303960919	15	"subSuperTrial"	"basic22"	"rose"	"target"	2	4	"flower"	"plant"	"ivy"	"distractor"	4	2	NA	"plant"	"rosemary"	"distractor"	3	3	NA	"plant"	"rose"	""	"1455303958487"	"rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1819"	"6625-1"	1455306073322	41	"subSuperTrial"	"basic23"	"rose"	"target"	3	4	"flower"	"plant"	"grasses"	"distractor"	2	2	NA	"plant"	"hamster"	"distractor"	4	3	NA	"animal"	"rose"	""	"1455306072389"	"rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1980"	"6517-b"	1455307111918	21	"subSuperTrial"	"basic33"	"rose"	"target"	2	3	"flower"	"plant"	"cookies"	"distractor"	4	4	NA	"snack"	"kitten"	"distractor"	3	2	NA	"animal"	"rose"	""	"1455307110733"	"rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"2020"	"3188-4"	1455304183406	27	"subSuperTrial"	"basic33"	"rose"	"target"	4	3	"flower"	"plant"	"wardrobe"	"distractor"	2	4	NA	"furniture"	"elephant"	"distractor"	3	2	NA	"animal"	"red rose"	""	"1455304181944"	"red rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"2067"	"8883-2"	1455309022465	48	"subSuperTrial"	"basic33"	"rose"	"target"	3	2	"flower"	"plant"	"pig"	"distractor"	4	3	NA	"animal"	"bookcase"	"distractor"	2	4	NA	"furniture"	"rose"	""	"1455309021376"	"rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"2098"	"6344-9"	1455311949975	41	"subSuperTrial"	"basic23"	"rose"	"target"	4	2	"flower"	"plant"	"ambulance"	"distractor"	3	4	NA	"vehicle"	"grasses"	"distractor"	2	3	NA	"plant"	"rose"	""	"1455311948557"	"rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"2137"	"0189-3"	1455315888776	40	"subSuperTrial"	"basic22"	"rose"	"target"	3	2	"flower"	"plant"	"grasses"	"distractor"	2	3	NA	"plant"	"rosemary"	"distractor"	4	4	NA	"plant"	"rose"	""	"1455315887547"	"rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"2184"	"9173-f"	1455315480642	63	"subSuperTrial"	"basic33"	"rose"	"target"	2	4	"flower"	"plant"	"ambulance"	"distractor"	3	2	NA	"vehicle"	"hamster"	"distractor"	4	3	NA	"animal"	"rose"	""	"1455315478438"	"rose"	"rose"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
