"gameid"	"time"	"roundNum"	"trialType"	"condition"	"nameClickedObj"	"targetStatusClickedObj"	"spLocsClickedObj"	"lisLocsClickedObj"	"basiclevelClickedObj"	"superdomainClickedObj"	"alt1Name"	"alt1TargetStatus"	"alt1SpLocs"	"alt1LisLocs"	"alt1Basiclevel"	"alt1superdomain"	"alt2Name"	"alt2TargetStatus"	"alt2SpLocs"	"alt2LisLocs"	"alt2Basiclevel"	"alt2superdomain"	"speakerMessages"	"listenerMessages"	"messageTimeStamps"	"refExp"	"clickedType"	"sub"	"basic"	"super"	"moreThanOneLevelMentioned"	"automaticallyLabelledTrial"	"manualAdditionTrial"	"additionalAttrMentioned"	"onlyAttrMentioned"	"onlySubAttr"	"onlyBasicAttr"	"onlySuperAttr"	"onlyOtherAttr"	"oneMentioned"	"theMentioned"	"fullSentence"	"noLevelMentioned"	"subAllAttr"	"basicAllAttr"	"superAllAttr"	"X"	"X.1"	"X.2"	"X.3"	"X.4"	"X.5"	"X.6"	"X.7"
"782"	"5611-0"	1455301655786	37	"subSuperTrial"	"basic12"	"goldFish"	"target"	2	2	"fish"	"animal"	"sheep"	"distractor"	4	4	NA	"animal"	"discusFish"	"distractor"	3	3	"fish"	"animal"	"goldfish"	""	"1455301654608"	"goldfish"	"goldFish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"800"	"4205-4"	1455301525110	7	"subSuperTrial"	"basic33"	"goldFish"	"target"	4	4	"fish"	"animal"	"cookies"	"distractor"	3	2	NA	"snack"	"wardrobe"	"distractor"	2	3	NA	"furniture"	"goldfish"	""	"1455301523841"	"goldfish"	"goldFish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"966"	"0327-7"	1455301914570	43	"subSuperTrial"	"basic22"	"goldFish"	"target"	2	4	"fish"	"animal"	"pig"	"distractor"	4	2	NA	"animal"	"snake"	"distractor"	3	3	NA	"animal"	"goldfish"	""	"1455301913228"	"goldfish"	"goldFish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1116"	"6426-3"	1455303402985	61	"subSuperTrial"	"basic33"	"goldFish"	"target"	4	4	"fish"	"animal"	"gloves"	"distractor"	3	2	NA	"clothing"	"lamp"	"distractor"	2	3	NA	"furniture"	"orange goldfish___ facing right"	""	"1455303371651"	"orange goldfish  facing right"	"goldFish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1233"	"9617-1"	1455302625988	63	"subSuperTrial"	"basic22"	"goldFish"	"target"	3	3	"fish"	"animal"	"rabbit"	"distractor"	4	4	NA	"animal"	"kitten"	"distractor"	2	2	NA	"animal"	"Goldfish"	""	"1455302624549"	"Goldfish"	"goldFish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1256"	"1511-d"	1455302427939	36	"subSuperTrial"	"basic12"	"goldFish"	"target"	3	3	"fish"	"animal"	"bison"	"distractor"	4	2	NA	"animal"	"discusFish"	"distractor"	2	4	"fish"	"animal"	"gold fish"	""	"1455302425762"	"gold fish"	"goldFish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1289"	"6588-d"	1455302668190	29	"subSuperTrial"	"basic12"	"goldFish"	"target"	3	2	"fish"	"animal"	"discusFish"	"distractor"	4	4	"fish"	"animal"	"pig"	"distractor"	2	3	NA	"animal"	"gold fish"	""	"1455302664910"	"gold fish"	"goldFish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1377"	"3747-d"	1455302751131	53	"subSuperTrial"	"basic23"	"goldFish"	"target"	4	2	"fish"	"animal"	"wardrobe"	"distractor"	3	4	NA	"furniture"	"horse"	"distractor"	2	3	NA	"animal"	"goldfish"	""	"1455302749915"	"goldfish"	"goldFish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1386"	"2785-6"	1455302568165	6	"subSuperTrial"	"basic22"	"goldFish"	"target"	2	3	"fish"	"animal"	"sheep"	"distractor"	4	2	NA	"animal"	"lobster"	"distractor"	3	4	NA	"animal"	"goldfish"	""	"1455302567062"	"goldfish"	"goldFish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1483"	"2719-8"	1455302993233	52	"subSuperTrial"	"basic12"	"goldFish"	"target"	4	3	"fish"	"animal"	"cow"	"distractor"	2	4	NA	"animal"	"discusFish"	"distractor"	3	2	"fish"	"animal"	"gold fish"	""	"1455302991807"	"gold fish"	"goldFish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1609"	"1625-9"	1455304568217	58	"subSuperTrial"	"basic23"	"goldFish"	"target"	4	4	"fish"	"animal"	"bison"	"distractor"	2	3	NA	"animal"	"lamp"	"distractor"	3	2	NA	"furniture"	"goldfish"	""	"1455304564904"	"goldfish"	"goldFish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1726"	"4509-7"	1455305025876	69	"subSuperTrial"	"basic23"	"goldFish"	"target"	4	4	"fish"	"animal"	"socks"	"distractor"	3	3	NA	"clothing"	"kitten"	"distractor"	2	2	NA	"animal"	"goldfish"	""	"1455305023609"	"goldfish"	"goldFish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1761"	"5699-7"	1455306128710	68	"subSuperTrial"	"basic22"	"goldFish"	"target"	4	2	"fish"	"animal"	"iguana"	"distractor"	3	4	NA	"animal"	"lobster"	"distractor"	2	3	NA	"animal"	"goldfish"	""	"1455306126179"	"goldfish"	"goldFish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1780"	"7960-f"	1455304063508	30	"subSuperTrial"	"basic33"	"goldFish"	"target"	3	3	"fish"	"animal"	"firetruck"	"distractor"	4	4	NA	"vehicle"	"ivy"	"distractor"	2	2	NA	"plant"	"gold"	""	"1455304061429"	"gold"	"goldFish"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1826"	"6625-1"	1455306143607	50	"subSuperTrial"	"basic12"	"goldFish"	"target"	4	2	"fish"	"animal"	"discusFish"	"distractor"	2	3	"fish"	"animal"	"elephant"	"distractor"	3	4	NA	"animal"	"goldfish"	""	"1455306141642"	"goldfish"	"goldFish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1861"	"7082-7"	1455305937328	54	"subSuperTrial"	"basic12"	"goldFish"	"target"	2	4	"fish"	"animal"	"discusFish"	"distractor"	3	3	"fish"	"animal"	"rabbit"	"distractor"	4	2	NA	"animal"	"goldfish"	""	"1455305936289"	"goldfish"	"goldFish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1893"	"4123-8"	1455306571861	38	"subSuperTrial"	"basic22"	"goldFish"	"target"	2	4	"fish"	"animal"	"rabbit"	"distractor"	3	2	NA	"animal"	"crocodile"	"distractor"	4	3	NA	"animal"	"gold"	""	"1455306570399"	"gold"	"goldFish"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"2013"	"3188-4"	1455304073726	9	"subSuperTrial"	"basic12"	"goldFish"	"target"	3	3	"fish"	"animal"	"discusFish"	"distractor"	2	2	"fish"	"animal"	"sheep"	"distractor"	4	4	NA	"animal"	"goldfish"	""	"1455304064444"	"goldfish"	"goldFish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"2093"	"6344-9"	1455311898953	34	"subSuperTrial"	"basic12"	"goldFish"	"target"	3	4	"fish"	"animal"	"discusFish"	"distractor"	4	3	"fish"	"animal"	"sheep"	"distractor"	2	2	NA	"animal"	"goldfish "	""	"1455311896830"	"goldfish "	"goldFish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"2166"	"9173-f"	1455315285242	31	"subSuperTrial"	"basic23"	"goldFish"	"target"	4	3	"fish"	"animal"	"socks"	"distractor"	2	4	NA	"clothing"	"lion"	"distractor"	3	2	NA	"animal"	"goldfish"	""	"1455315283291"	"goldfish"	"goldFish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
