gameid	 time	 roundNum	 trialType	 context	nameClickedObj	 targetStatusClickedObj	 spLocsClickedObj	 lisLocsClickedObj	 alt1Name	 alt1TargetStatus	 alt1SpLocs	 alt1LisLocs	 alt2Name	 alt2TargetStatus	 alt2SpLocs	 alt2LisLocs	numMessages	numSMessages	numLMessages	speakerMessages	listenerMessages	messageTimeStamps	 refExp	colorMentioned	typeMentioned	clickedType	clickedColor
4041-d	1479399994623	3	carrot	overinformative	carrot_purple	target	2	3	avocado_black	distractor	3	4	apple_red	distractor	4	2	1	1	0	purple carrot		1479399992918	purple carrot	True	True	carrot	purple
4041-d	1479400002104	4	banana	informative	banana_brown	target	2	4	banana_yellow	distractor	3	3	avocado_black	distractor	4	2	1	1	0	brown banana		1479400000747	brown banana	True	True	banana	brown
4041-d	1479400015809	5	avocado	informative	avocado_green	target	2	2	apple_blue	distractor	3	3	avocado_black	distractor	4	4	2	2	0	avacado___green		1479400010257___1479400013792	avacado	False	False	avocado	green
4041-d	1479400025617	6	tomato	overinformative	tomato_red	target	2	3	apple_blue	distractor	4	2	pear_orange	distractor	3	4	1	1	0	tomato		1479400022433	tomato	False	True	tomato	red
4041-d	1479400030985	7	carrot	overinformative-cc	carrot_orange	target	3	2	pear_yellow	distractor	2	4	cup_orange	distractor	4	3	1	1	0	carrot		1479400029626	carrot	False	True	carrot	orange
4041-d	1479400037793	8	avocado	overinformative-cc	avocado_green	target	3	3	cup_green	distractor	4	2	apple_red	distractor	2	4	1	1	0	avacado		1479400036416	avacado	False	False	avocado	green
4041-d	1479400044179	9	pear	overinformative	pear_green	target	4	2	apple_red	distractor	3	3	carrot_purple	distractor	2	4	1	1	0	pear		1479400042906	pear	False	True	pear	green
4041-d	1479400051130	10	banana	informative	banana_blue	target	4	3	avocado_black	distractor	3	2	banana_brown	distractor	2	4	1	1	0	blue banana		1479400049911	blue banana	True	True	banana	blue
4041-d	1479400060315	11	pepper	informative	pepper_red	target	4	3	pepper_green	distractor	3	2	pear_green	distractor	2	4	1	1	0	red pepper		1479400058973	red pepper	True	True	pepper	red
4041-d	1479400067746	12	pear	informative	pear_orange	target	3	2	banana_brown	distractor	4	4	pear_green	distractor	2	3	1	1	0	orange pear		1479400065050	orange pear	True	True	pear	orange
4041-d	1479400072944	13	apple	overinformative	apple_red	target	4	3	pear_orange	distractor	2	4	banana_blue	distractor	3	2	1	1	0	apple		1479400071668	apple	False	True	apple	red
4041-d	1479400080240	14	banana	overinformative	banana_brown	target	4	3	apple_green	distractor	2	4	apple_blue	distractor	3	2	1	1	0	brown banana		1479400078762	brown banana	True	True	banana	brown
4041-d	1479400087192	15	carrot	overinformative	carrot_pink	target	2	4	avocado_black	distractor	3	3	tomato_green	distractor	4	2	1	1	0	purple		1479400085103	purple	False	False	carrot	pink
4041-d	1479400096784	16	avocado	overinformative	avocado_red	target	2	2	banana_blue	distractor	4	4	tomato_pink	distractor	3	3	1	1	0	red avacado		1479400095330	red avacado	True	False	avocado	red
4041-d	1479400103864	17	carrot	overinformative-cc	carrot_purple	target	4	2	cup_purple	distractor	3	3	avocado_black	distractor	2	4	1	1	0	purple carrot		1479400102448	purple carrot	True	True	carrot	purple
4041-d	1479400110081	18	apple	overinformative-cc	apple_red	target	3	4	cup_red	distractor	4	2	carrot_pink	distractor	2	3	1	1	0	apple		1479400107556	apple	False	True	apple	red
4041-d	1479400115352	19	carrot	informative	carrot_purple	target	2	2	carrot_orange	distractor	4	4	apple_red	distractor	3	3	1	1	0	purple		1479400113747	purple	True	False	carrot	purple
4041-d	1479400120519	20	pear	overinformative-cc	pear_green	target	2	3	pepper_orange	distractor	3	4	cup_green	distractor	4	2	1	1	0	pear		1479400119112	pear	False	True	pear	green
4041-d	1479400125608	21	pepper	overinformative-cc	pepper_red	target	3	3	apple_blue	distractor	4	2	cup_red	distractor	2	4	1	1	0	pepper		1479400124377	pepper	False	True	pepper	red
4041-d	1479400136602	22	pear	informative	pear_yellow	target	2	4	pepper_red	distractor	3	3	pear_green	distractor	4	2	1	1	0	yellow pear		1479400134614	yellow pear	True	True	pear	yellow
4041-d	1479400143248	23	carrot	overinformative-cc	carrot_pink	target	2	3	apple_red	distractor	4	4	cup_pink	distractor	3	2	1	1	0	purple carrot		1479400141858	purple carrot	False	True	carrot	pink
4041-d	1479400148256	24	banana	overinformative	banana_blue	target	4	4	avocado_green	distractor	3	2	avocado_red	distractor	2	3	1	1	0	banana		1479400146718	banana	False	True	banana	blue
4041-d	1479400153456	25	apple	informative	apple_green	target	4	3	banana_yellow	distractor	2	2	apple_red	distractor	3	4	1	1	0	green		1479400152135	green	True	False	apple	green
4041-d	1479400158554	26	apple	overinformative	apple_green	target	2	3	carrot_purple	distractor	3	2	pepper_red	distractor	4	4	1	1	0	green		1479400157100	green	True	False	apple	green
4041-d	1479400164416	27	apple	overinformative-cc	apple_green	target	4	2	cup_green	distractor	2	4	tomato_red	distractor	3	3	1	1	0	apple		1479400162558	apple	False	True	apple	green
4041-d	1479400170136	28	banana	overinformative-cc	banana_blue	target	2	2	cup_blue	distractor	3	4	tomato_pink	distractor	4	3	1	1	0	banana		1479400168741	banana	False	True	banana	blue
4041-d	1479400178924	29	pear	informative	pear_green	target	3	4	pear_orange	distractor	4	3	avocado_black	distractor	2	2	1	1	0	green pear		1479400176422	green pear	True	True	pear	green
4041-d	1479400184056	30	pepper	overinformative	pepper_orange	target	3	3	avocado_black	distractor	2	2	apple_red	distractor	4	4	1	1	0	pepper		1479400182568	pepper	False	True	pepper	orange
4041-d	1479400188312	31	pear	overinformative	pear_yellow	target	3	3	banana_blue	distractor	4	4	carrot_orange	distractor	2	2	1	1	0	pear		1479400187142	pear	False	True	pear	yellow
4041-d	1479400192601	32	pear	overinformative	pear_orange	target	3	3	tomato_pink	distractor	4	2	tomato_green	distractor	2	4	1	1	0	pear		1479400191107	pear	False	True	pear	orange
4041-d	1479400200177	33	avocado	informative	avocado_red	target	4	4	carrot_purple	distractor	2	2	avocado_black	distractor	3	3	1	1	0	red avacado		1479400198610	red avacado	True	False	avocado	red
4041-d	1479400209784	34	avocado	overinformative-cc	avocado_black	target	3	4	apple_red	distractor	4	3	cup_black	distractor	2	2	1	1	0	avacado		1479400208429	avacado	False	False	avocado	black
4041-d	1479400214530	35	apple	informative	apple_blue	target	3	2	tomato_red	distractor	4	3	apple_green	distractor	2	4	1	1	0	blue		1479400213096	blue	True	False	apple	blue
4041-d	1479400219984	36	tomato	informative	tomato_red	target	4	3	tomato_green	distractor	3	2	banana_brown	distractor	2	4	1	1	0	red		1479400218879	red	True	False	tomato	red
4041-d	1479400225008	37	pepper	informative	pepper_green	target	2	2	pepper_orange	distractor	3	3	banana_blue	distractor	4	4	1	1	0	green		1479400223556	green	True	False	pepper	green
4041-d	1479400239567	38	avocado	overinformative	avocado_green	target	2	2	pepper_orange	distractor	4	3	tomato_red	distractor	3	4	2	2	0	green___avacado		1479400229725___1479400236924	green	True	False	avocado	green
4041-d	1479400246361	39	avocado	overinformative-cc	avocado_red	target	3	2	cup_red	distractor	2	4	pear_orange	distractor	4	3	1	1	0	avacado		1479400245039	avacado	False	False	avocado	red
4041-d	1479400251112	40	pepper	overinformative	pepper_green	target	2	3	tomato_pink	distractor	4	4	apple_red	distractor	3	2	1	1	0	green		1479400250122	green	True	False	pepper	green
4041-d	1479400256034	41	avocado	overinformative	avocado_black	target	3	2	apple_blue	distractor	2	3	carrot_pink	distractor	4	4	1	1	0	black		1479400254693	black	True	False	avocado	black
4041-d	1479400264327	42	tomato	informative	tomato_pink	target	3	3	pear_orange	distractor	4	4	tomato_green	distractor	2	2	1	1	0	purple		1479400259468	purple	False	False	tomato	pink
4041-d	1479400269531	43	carrot	overinformative	carrot_orange	target	2	4	apple_blue	distractor	3	3	apple_green	distractor	4	2	1	1	0	carrot		1479400268162	carrot	False	True	carrot	orange
4041-d	1479400275024	44	pear	overinformative-cc	pear_orange	target	3	3	cup_orange	distractor	4	4	carrot_purple	distractor	2	2	1	1	0	pear		1479400273831	pear	False	True	pear	orange
4041-d	1479400288863	45	carrot	informative	carrot_pink	target	2	4	apple_red	distractor	3	3	carrot_orange	distractor	4	2	1	1	0	purple		1479400279681	purple	False	False	carrot	pink
4041-d	1479400294852	46	pepper	overinformative-cc	pepper_orange	target	2	2	banana_yellow	distractor	3	4	cup_orange	distractor	4	3	1	1	0	pepper		1479400293322	pepper	False	True	pepper	orange
4041-d	1479400301265	47	pepper	informative	pepper_orange	target	3	2	pear_green	distractor	2	4	pepper_green	distractor	4	3	1	1	0	orange 		1479400299972	orange 	True	False	pepper	orange
4041-d	1479400309064	48	banana	informative	banana_yellow	target	4	2	carrot_orange	distractor	3	4	banana_brown	distractor	2	3	1	1	0	yellow		1479400307651	yellow	True	False	banana	yellow
4041-d	1479400313250	49	apple	overinformative	apple_blue	target	4	3	pear_yellow	distractor	3	2	tomato_red	distractor	2	4	1	1	0	blue		1479400312071	blue	True	False	apple	blue
4041-d	1479400318320	50	banana	overinformative-cc	banana_brown	target	3	3	cup_brown	distractor	4	4	avocado_green	distractor	2	2	1	1	0	banana		1479400317177	banana	False	True	banana	brown
4041-d	1479400326100	51	tomato	overinformative-cc	tomato_pink	target	2	2	cup_pink	distractor	4	4	banana_yellow	distractor	3	3	1	1	0	tomato		1479400324377	tomato	False	True	tomato	pink
4041-d	1479400330889	52	avocado	informative	avocado_black	target	4	3	carrot_orange	distractor	3	2	avocado_green	distractor	2	4	1	1	0	black		1479400329588	black	True	False	avocado	black
4041-d	1479400336473	53	apple	informative	apple_red	target	3	3	carrot_pink	distractor	4	4	apple_green	distractor	2	2	1	1	0	red		1479400335221	red	True	False	apple	red
4041-d	1479400341399	54	tomato	overinformative-cc	tomato_red	target	2	2	banana_blue	distractor	4	4	cup_red	distractor	3	3	1	1	0	tomato		1479400340137	tomato	False	True	tomato	red
4041-d	1479400348344	55	tomato	overinformative	tomato_green	target	2	2	banana_blue	distractor	3	4	banana_yellow	distractor	4	3	1	1	0	tomato		1479400346674	tomato	False	True	tomato	green
4041-d	1479400353208	56	pepper	overinformative	pepper_red	target	2	3	apple_green	distractor	3	4	carrot_purple	distractor	4	2	1	1	0	red		1479400351761	red	True	False	pepper	red
4041-d	1479400359465	57	apple	overinformative-cc	apple_blue	target	2	4	cup_blue	distractor	4	2	pear_orange	distractor	3	3	1	1	0	apple		1479400357645	apple	False	True	apple	blue
4041-d	1479400369985	58	tomato	overinformative	tomato_pink	target	2	3	pear_green	distractor	3	2	banana_blue	distractor	4	4	1	1	0	purple		1479400366200	purple	False	False	tomato	pink
4041-d	1479400378688	59	tomato	overinformative-cc	tomato_green	target	4	4	avocado_red	distractor	2	2	cup_green	distractor	3	3	1	1	0	tomato		1479400377057	tomato	False	True	tomato	green
4041-d	1479400383432	60	banana	overinformative	banana_yellow	target	2	3	pepper_orange	distractor	4	2	avocado_green	distractor	3	4	1	1	0	banana		1479400382076	banana	False	True	banana	yellow
4041-d	1479400392408	61	banana	overinformative-cc	banana_yellow	target	2	3	cup_yellow	distractor	3	4	tomato_pink	distractor	4	2	1	1	0	banana		1479400387175	banana	False	True	banana	yellow
4041-d	1479400399791	62	carrot	informative	carrot_orange	target	2	4	apple_blue	distractor	3	3	carrot_pink	distractor	4	2	1	1	0	orange		1479400397148	orange	True	False	carrot	orange
4041-d	1479400406985	63	pepper	overinformative-cc	pepper_green	target	3	2	carrot_pink	distractor	4	4	cup_green	distractor	2	3	2	1	1	peper	great job :)	1479400402059___1479400405337	peper	False	False	pepper	green
3377-8	1479402925794	1	avocado	overinformative	avocado_green	target	2	2	tomato_pink	distractor	4	4	carrot_orange	distractor	3	3	1	1	0	avocado		1479402923806	avocado	False	True	avocado	green
3377-8	1479402934709	2	avocado	overinformative-cc	avocado_black	target	4	4	apple_blue	distractor	3	2	cup_black	distractor	2	3	1	1	0	avocado		1479402932820	avocado	False	True	avocado	black
3377-8	1479402949842	3	carrot	informative	carrot_pink	target	4	3	apple_green	distractor	2	2	carrot_purple	distractor	3	4	1	1	0	purple carrot 		1479402945852	purple carrot 	False	True	carrot	pink
3377-8	1479402958729	4	carrot	overinformative-cc	carrot_orange	target	4	3	cup_orange	distractor	2	2	avocado_red	distractor	3	4	1	1	0	carrot 		1479402957011	carrot 	False	True	carrot	orange
3377-8	1479402964950	5	apple	overinformative-cc	apple_blue	target	3	4	carrot_orange	distractor	2	2	cup_blue	distractor	4	3	1	1	0	apple		1479402963186	apple	False	True	apple	blue
3377-8	1479402973098	6	pepper	overinformative-cc	pepper_red	target	4	2	cup_red	distractor	3	4	carrot_purple	distractor	2	3	1	1	0	pepper 		1479402971462	pepper 	False	True	pepper	red
3377-8	1479402979672	7	banana	overinformative	banana_brown	target	4	2	carrot_orange	distractor	2	4	avocado_green	distractor	3	3	1	1	0	banana		1479402977315	banana	False	True	banana	brown
3377-8	1479402985340	8	apple	overinformative	apple_green	target	2	3	banana_yellow	distractor	4	2	tomato_red	distractor	3	4	1	1	0	apple		1479402983917	apple	False	True	apple	green
3377-8	1479402999923	9	tomato	informative	tomato_pink	target	2	4	tomato_green	distractor	3	3	apple_blue	distractor	4	2	1	1	0	pink tomato 		1479402997835	pink tomato 	True	True	tomato	pink
3377-8	1479403007405	10	tomato	overinformative	tomato_red	target	2	3	pepper_green	distractor	3	4	banana_blue	distractor	4	2	1	1	0	tomato		1479403005743	tomato	False	True	tomato	red
3377-8	1479403013669	11	tomato	informative	tomato_green	target	3	2	pepper_orange	distractor	4	3	tomato_pink	distractor	2	4	1	1	0	green		1479403012237	green	True	False	tomato	green
3377-8	1479403019594	12	banana	overinformative-cc	banana_blue	target	3	2	carrot_purple	distractor	2	4	cup_blue	distractor	4	3	1	1	0	banana		1479403018150	banana	False	True	banana	blue
3377-8	1479403025938	13	banana	informative	banana_yellow	target	2	4	banana_brown	distractor	3	3	pear_green	distractor	4	2	1	1	0	yellow		1479403024078	yellow	True	False	banana	yellow
3377-8	1479403033434	14	pepper	informative	pepper_orange	target	2	2	pepper_red	distractor	3	4	banana_blue	distractor	4	3	1	1	0	orange		1479403031611	orange	True	False	pepper	orange
3377-8	1479403048956	15	avocado	informative	avocado_red	target	4	2	pepper_orange	distractor	3	4	avocado_green	distractor	2	3	1	1	0	brown avocado		1479403046604	brown avocado	False	True	avocado	red
3377-8	1479403054714	16	pepper	overinformative-cc	pepper_orange	target	4	2	cup_orange	distractor	3	4	banana_blue	distractor	2	3	1	1	0	pepper		1479403053184	pepper	False	True	pepper	orange
3377-8	1479403060845	17	pear	overinformative	pear_yellow	target	4	4	avocado_red	distractor	3	3	apple_green	distractor	2	2	1	1	0	pear		1479403059077	pear	False	True	pear	yellow
3377-8	1479403066705	18	pepper	overinformative	pepper_red	target	2	4	tomato_green	distractor	4	2	avocado_green	distractor	3	3	1	1	0	red		1479403065123	red	True	False	pepper	red
3377-8	1479403073177	19	pear	overinformative-cc	pear_orange	target	4	2	avocado_black	distractor	3	4	cup_orange	distractor	2	3	1	1	0	pear		1479403071769	pear	False	True	pear	orange
3377-8	1479403078031	20	pear	overinformative-cc	pear_green	target	4	4	cup_green	distractor	3	2	apple_blue	distractor	2	3	1	1	0	pear		1479403076544	pear	False	True	pear	green
3377-8	1479403084546	21	carrot	overinformative	carrot_purple	target	2	4	tomato_green	distractor	3	3	avocado_black	distractor	4	2	1	1	0	carrot		1479403083069	carrot	False	True	carrot	purple
