"gameid"	"time"	"roundNum"	"trialType"	"condition"	"nameClickedObj"	"targetStatusClickedObj"	"spLocsClickedObj"	"lisLocsClickedObj"	"basiclevelClickedObj"	"superdomainClickedObj"	"alt1Name"	"alt1TargetStatus"	"alt1SpLocs"	"alt1LisLocs"	"alt1Basiclevel"	"alt1superdomain"	"alt2Name"	"alt2TargetStatus"	"alt2SpLocs"	"alt2LisLocs"	"alt2Basiclevel"	"alt2superdomain"	"speakerMessages"	"listenerMessages"	"messageTimeStamps"	"refExp"	"clickedType"	"sub"	"basic"	"super"	"moreThanOneLevelMentioned"	"automaticallyLabelledTrial"	"manualAdditionTrial"	"additionalAttrMentioned"	"onlyAttrMentioned"	"onlySubAttr"	"onlyBasicAttr"	"onlySuperAttr"	"onlyOtherAttr"	"oneMentioned"	"theMentioned"	"fullSentence"	"noLevelMentioned"	"subAllAttr"	"basicAllAttr"	"superAllAttr"	"X"	"X.1"	"X.2"	"X.3"	"X.4"	"X.5"	"X.6"	"X.7"
"921"	"3908-9"	1455301952778	29	"subSuperTrial"	"basic23"	"suv"	"target"	3	4	"car"	"vehicle"	"grasses"	"distractor"	2	3	NA	"plant"	"ambulance"	"distractor"	4	2	NA	"vehicle"	"off road vehicle"	""	"1455301950792"	"off road vehicle"	"suv"	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
"936"	"3908-9"	1455302334301	62	"subSuperTrial"	"basic22"	"poloShirt"	"target"	2	2	"shirt"	"clothing"	"gloves"	"distractor"	4	3	NA	"clothing"	"dress"	"distractor"	3	4	NA	"clothing"	"colored guys clothing"	""	"1455302332006"	"colored guys clothing"	"poloShirt"	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
"1657"	"7569-e"	1455304389574	4	"subSuperTrial"	"basic33"	"bedsideTable"	"target"	2	3	"table"	"furniture"	"iguana"	"distractor"	3	2	NA	"animal"	"dress"	"distractor"	4	4	NA	"clothing"	"the object is a piece of furniture"	""	"1455304386753"	"the object is a piece of furniture"	"bedsideTable"	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
"1658"	"7569-e"	1455304411005	5	"subSuperTrial"	"basic33"	"suv"	"target"	3	3	"car"	"vehicle"	"lamp"	"distractor"	4	2	NA	"furniture"	"socks"	"distractor"	2	4	NA	"clothing"	"the object is a vehicle"	""	"1455304407817"	"the object is a vehicle"	"suv"	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
"1672"	"7569-e"	1455304883877	38	"subSuperTrial"	"basic33"	"train"	"distractor"	2	3	NA	"vehicle"	"pandaBear"	"target"	4	4	"bear"	"animal"	"bed"	"distractor"	3	2	NA	"furniture"	"it is an animal"	""	"1455304874451"	"it is an animal"	"train"	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
"1677"	"7569-e"	1455305098891	48	"subSuperTrial"	"basic33"	"grizzlyBear"	"target"	4	3	"bear"	"animal"	"socks"	"distractor"	3	4	NA	"clothing"	"cookies"	"distractor"	2	2	NA	"snack"	"it's a wild animal___it's brown___bear"	""	"1455305027093___1455305073704___1455305077169"	"it's a wild animal"	"grizzlyBear"	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
"1678"	"7569-e"	1455305122202	49	"subSuperTrial"	"basic23"	"socks"	"distractor"	4	2	NA	"clothing"	"swordFish"	"target"	2	4	"fish"	"animal"	"rhino"	"distractor"	3	3	NA	"animal"	"it's a sea animal"	""	"1455305115937"	"it's a sea animal"	"socks"	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
"1681"	"7569-e"	1455305220481	56	"subSuperTrial"	"basic23"	"picnicTable"	"target"	4	2	"table"	"furniture"	"rhino"	"distractor"	3	4	NA	"animal"	"wardrobe"	"distractor"	2	3	NA	"furniture"	"it's outdoor furniture"	""	"1455305219028"	"it's outdoor furniture"	"picnicTable"	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
"1685"	"7569-e"	1455305328983	65	"subSuperTrial"	"basic33"	"sportsCar"	"target"	2	3	"car"	"vehicle"	"socks"	"distractor"	3	4	NA	"clothing"	"sheep"	"distractor"	4	2	NA	"animal"	"it's a vehicle"	""	"1455305327481"	"it's a vehicle"	"sportsCar"	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
"2149"	"0189-3"	1455316080906	69	"subSuperTrial"	"basic33"	"catfish"	"target"	2	3	"fish"	"animal"	"motorcycle"	"distractor"	4	4	NA	"vehicle"	"pottedPlant"	"distractor"	3	2	NA	"plant"	"the animal one"	""	"1455316078711"	"the animal one"	"catfish"	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
"2163"	"9173-f"	1455315227422	23	"subSuperTrial"	"basic33"	"bedsideTable"	"target"	4	2	"table"	"furniture"	"rabbit"	"distractor"	2	3	NA	"animal"	"popcorn"	"distractor"	3	4	NA	"snack"	"furniture"	""	"1455315225932"	"furniture"	"bedsideTable"	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
